review,rating,date,bank,source,lang,translated_review,processed_review,sentiment_score,sentiment_label,vader_sentiment,sentiment,label
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,Dashen,Google Play,en,"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",dashen super app offer quick experience bringing together variety service like budgeting payment airtime recharges one convenient platform sleek design intuitive navigation ensure effortless transaction evident dashen bank carefully crafted app make everyday financial activity easier great choice anyone aiming streamline digital routine,0.9493,positive,positive,positive,positive
Dashen supper App is the most useful app for our customers,5,2025-04-21,Dashen,Google Play,en,Dashen supper App is the most useful app for our customers,dashen supper app useful app customer,0.4927,positive,positive,positive,positive
it is the most amazing mobile app,5,2025-04-21,Dashen,Google Play,en,it is the most amazing mobile app,amazing mobile app,0.624,positive,positive,positive,positive
A Good and fast supper app thanks for dashen bank,5,2025-04-21,Dashen,Google Play,en,A Good and fast supper app thanks for dashen bank,good fast supper app thanks dashen bank,0.7003,positive,positive,positive,positive
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Dashen,Google Play,en,"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",dear user dashen bank super app using dashen bank super app must truly app incredibly fast reliable never encountered delay transaction one feature absolutely love chat banking make everyday task like checking balance transferring money simple sending quick message also budgeting tool huge help tracking spending giving clearer,0.9798,positive,positive,positive,positive
Too best,1,2025-04-21,Dashen,Google Play,nl,Too best,best,0.6369,positive,positive,positive,negative
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21,Dashen,Google Play,en,"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",dashen bank super use app make easy fast convinent,0.5994,positive,positive,positive,positive
To join digital world use supper app and make your life easy,5,2025-04-21,Dashen,Google Play,en,To join digital world use supper app and make your life easy,join digital world use supper app make life easy,0.6249,positive,positive,positive,positive
best mobile banking application,5,2025-04-21,Dashen,Google Play,en,best mobile banking application,best mobile banking application,0.6369,positive,positive,positive,positive
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,Dashen,Google Play,en,"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",banking superapp incredibly well designed design appearance app overall experience using app fantastic app packed feature banking one even budget setting option super useful managing money everything run smoothly love convenient made daily life huge kudos dashen bank truly living motto always one step ahead keep,0.9771,positive,positive,positive,positive
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,Dashen,Google Play,en,I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,really amazed idea service banking app mean one step ahead please include kind product soon possible,0.6997,positive,positive,positive,positive
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Dashen,Google Play,en,this is what we expect to get service Dashen Bank always like his slogan,expect get service dashen bank always like slogan,0.3612,positive,positive,neutral,positive
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,Dashen,Google Play,en,"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",dashen supapp contemporary application offering great experience enabling user perform multiple task single chatting friend transferring money paying bill first app kind ethiopian banking industry making remarkable opportunity entrepreneur working sale software marketing good job dashen bank,0.9647,positive,positive,positive,positive
Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,Dashen,Google Play,en,Dashen Super App gives me an amazing convenience and makes life easy.,dashen super app give amazing convenience make life easy,0.891,positive,positive,positive,positive
excellent mobile banking app,5,2025-04-21,Dashen,Google Play,no,excellent mobile banking app,excellent mobile banking app,0.5719,positive,positive,positive,positive
Wow! like his name Super App...,5,2025-04-21,Dashen,Google Play,af,Wow! like his name Super App...,wow like name super app,0.8883,positive,positive,positive,positive
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Dashen,Google Play,en,Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,dashen supper app special ይምቾቱ ይለያያል,0.6323,positive,positive,positive,positive
convenient and fast,5,2025-04-21,Dashen,Google Play,en,convenient and fast,convenient fast,0.0,neutral,neutral,positive,positive
Best- in-class app.,5,2025-04-21,Dashen,Google Play,en,Best- in-class app.,app,0.6369,positive,positive,neutral,positive
I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,Dashen,Google Play,en,I really like this amazing application and Dashen Supper app that has made my life easier.,really like amazing application dashen supper app made life easier,0.8866,positive,positive,positive,positive
"amazing features, faster and easy to use",5,2025-04-21,Dashen,Google Play,en,"amazing features, faster and easy to use",amazing feature faster easy use,0.7717,positive,positive,positive,positive
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen,Google Play,en,"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",dashen super app offer modern experience leverage latest technological advancement deliver seamless platform,0.5994,positive,positive,positive,positive
Best App!,5,2025-04-21,Dashen,Google Play,de,Best App!,best app,0.6696,positive,positive,positive,positive
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen,Google Play,en,I love it. one of the best mobile banking app in the banking industry,love one best mobile banking app banking industry,0.8555,positive,positive,positive,positive
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Dashen,Google Play,en,no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,working hulum information asgebiche continue accept yemilew button ayeseram phone samsung a51,0.1027,positive,positive,neutral,negative
waw no idea the best app.,5,2025-04-19,Dashen,Google Play,en,waw no idea the best app.,waw idea best app,0.4588,positive,positive,positive,positive
fast best app,5,2025-04-19,Dashen,Google Play,en,fast best app,fast best app,0.6369,positive,positive,positive,positive
nice app ever,5,2025-04-17,Dashen,Google Play,en,nice app ever,nice app ever,0.4215,positive,positive,positive,positive
very disappointing app. Closes frequently and unstable in function,2,2025-04-17,Dashen,Google Play,en,very disappointing app. Closes frequently and unstable in function,disappointing app close frequently unstable function,-0.7178,negative,negative,negative,negative
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,Dashen,Google Play,en,"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",absolutely speed painfully slow seriously communicating server mar something,-0.8014,negative,negative,negative,positive
nic app,5,2025-04-16,Dashen,Google Play,ro,nic app,nic app,0.0,neutral,neutral,neutral,positive
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,Dashen,Google Play,en,"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",dashen super app delivers remarkably fast highly secure exceptionally experience establishing leading application stay ahead dashen bank,0.7818,positive,positive,positive,positive
So far so good! their in person customer service is amazing 👏,5,2025-04-14,Dashen,Google Play,en,So far so good! their in person customer service is amazing 👏,far good person customer service amazing,0.8467,positive,positive,positive,positive
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Dashen,Google Play,en,The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,app backward always work work three hour 24 hour great,0.0,neutral,neutral,positive,negative
ምርጫዬ ነው,5,2025-04-13,Dashen,Google Play,unknown,ምርጫዬ ነው,ምርጫዬ ነው,0.0,neutral,neutral,neutral,positive
It's bad for the connection and too many days are it that not working,1,2025-04-12,Dashen,Google Play,en,It's bad for the connection and too many days are it that not working,bad connection many day working,-0.5423,negative,negative,negative,negative
it's samart,5,2025-04-10,Dashen,Google Play,tl,it's samart,samart,0.0,neutral,neutral,neutral,positive
"The app is not working properly, I have been using it.",1,2025-04-10,Dashen,Google Play,en,"The app is not working properly, I have been using it.",app working properly using,0.0,neutral,neutral,neutral,negative
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,Dashen,Google Play,en,"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",disappointing experience dashen bank super service app slow take forever load transaction incredibly frustrating additionally generate receipt transaction making difficult keep track expense also reached customer support response time longer expected overall hoping better experience find service lacking need improvement,0.9022,positive,positive,negative,negative
slow cumbersome,3,2025-04-08,Dashen,Google Play,en,slow cumbersome,slow cumbersome,0.0,neutral,neutral,negative,neutral
Is really 💀,2,2025-04-08,Dashen,Google Play,en,Is really 💀,really,0.0,neutral,neutral,positive,negative
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,Dashen,Google Play,en,It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,slow send otp reliable crushed many time need improvement many way,0.6522,positive,positive,positive,negative
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,Dashen,Google Play,en,"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",worst mobile banking experience ever work need randomly update without warning make transaction whenever want nightmare anyone relies main banking option especially lot money account lucky one still infuriating able access money need l,-0.679,negative,negative,negative,negative
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen,Google Play,en,"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",experienced using app bank ethiopia dashen sup like old version application using gave 3 star low speed login processing,0.0276,neutral,neutral,positive,neutral
proud by dashen bank,5,2025-04-06,Dashen,Google Play,en,proud by dashen bank,proud dashen bank,0.4767,positive,positive,positive,positive
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Dashen,Google Play,en,This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,app working unless turn developer mode phone take right use,0.0,neutral,neutral,positive,negative
real super up,5,2025-04-04,Dashen,Google Play,ro,real super up,real super,0.5994,positive,positive,positive,positive
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen,Google Play,en,it's very disappointing fix it as soon as possible not expected from dashin bank fix it,disappointing fix soon possible expected dashin bank fix,-0.5413,negative,negative,negative,negative
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,Dashen,Google Play,en,why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,dashen bank worker hidden atm card big problem,-0.4019,negative,negative,negative,positive
tanku,5,2025-04-04,Dashen,Google Play,fi,tanku,tanku,0.0,neutral,neutral,neutral,positive
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Dashen,Google Play,en,why does it ask me for both pin and opt even the opt is touch let alone both,ask pin opt even opt touch let alone,-0.25,negative,negative,neutral,negative
it is best app easy to use,5,2025-04-01,Dashen,Google Play,en,it is best app easy to use,best app easy use,0.7964,positive,positive,positive,positive
It is very easy to use and powerful application.,3,2025-04-01,Dashen,Google Play,en,It is very easy to use and powerful application.,easy use powerful application,0.7178,positive,positive,positive,neutral
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,Dashen,Google Play,en,this apps have a good feature but but some features like developer mode turn off irritate user,apps good feature feature like developer mode turn irritate user,0.128,positive,positive,positive,neutral
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,Dashen,Google Play,en,"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",mobile banking app beyond access account easily able get many information easily exchage rate able chat others able budget able transfer bank within dashen able access many account single app able pay bill qr scan able make payment order delivery item single app always one step ahead,0.5267,positive,positive,positive,positive
wallahi very fantastic Bank,5,2025-03-31,Dashen,Google Play,en,wallahi very fantastic Bank,wallahi fantastic bank,0.5984,positive,positive,positive,positive
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Dashen,Google Play,en,"Waw, It's amazing app. thank you Dashen Bank.",waw amazing app thank dashen bank,0.743,positive,positive,positive,positive
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,Dashen,Google Play,en,"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",using dashen bank super app app super fast never issue transaction delayed one favorite feature chat banking make easy thing like check balance transfer money typing quick message budgeting tool also really useful help keep track spending give clear picture,0.9744,positive,positive,positive,positive
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,Dashen,Google Play,en,Very good app that like it too. B/c it is very fast and easy to use.,good app like fast easy use,0.8341,positive,positive,positive,positive
best experiences,5,2025-03-26,Dashen,Google Play,fr,best experiences,best experience,0.6369,positive,positive,positive,positive
too slow to use.,1,2025-03-26,Dashen,Google Play,en,too slow to use.,slow use,0.0,neutral,neutral,negative,negative
the worst app in the market only good ui,1,2025-03-22,Dashen,Google Play,en,the worst app in the market only good ui,worst app market good ui,-0.296,negative,negative,negative,negative
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,5,2025-03-22,Dashen,Google Play,unknown,በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,0.0,neutral,neutral,neutral,positive
thanks for all digital transaction,5,2025-03-21,Dashen,Google Play,en,thanks for all digital transaction,thanks digital transaction,0.4404,positive,positive,positive,positive
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-20,Dashen,Google Play,en,"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",app supporting smart phone old android version none inclusive time amole lite working properly reached maximum otp trail mistake due network error like stack tied make transaction ohh tired,-0.7803,negative,negative,positive,negative
it's Be Come Busy &not working good,1,2025-03-20,Dashen,Google Play,en,it's Be Come Busy &not working good,come busy working good,0.4404,positive,positive,positive,negative
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,1,2025-03-19,Dashen,Google Play,en,I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,wanted share concern supper app appears experiencing reliability issue performing expected hope addressed soon improve user experience one star,0.7906,positive,positive,negative,negative
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,Dashen,Google Play,en,"best ever digital banking sector essay for understanding ,smart and convince for using",best ever digital banking sector essay understanding smart convince using,0.836,positive,positive,positive,positive
good and latest,5,2025-03-18,Dashen,Google Play,en,good and latest,good latest,0.4404,positive,positive,positive,positive
The best App of all,5,2025-03-17,Dashen,Google Play,en,The best App of all,best app,0.6369,positive,positive,positive,positive
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-14,Dashen,Google Play,en,"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",app unreliable mobile banking application ever used transaction late full bug disappointing inconvinient user friendly compatabke,-0.8068,negative,negative,negative,negative
Naiycapp,5,2025-03-14,Dashen,Google Play,en,Naiycapp,naiycapp,0.0,neutral,neutral,neutral,positive
The app is good but it has no USSD option,4,2025-03-13,Dashen,Google Play,en,The app is good but it has no USSD option,app good ussd option,-0.2144,negative,negative,positive,positive
Hey great,5,2025-03-12,Dashen,Google Play,en,Hey great,hey great,0.6249,positive,positive,positive,positive
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12,Dashen,Google Play,en,I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,used many mobile banking also tellebir mpesa nothing come close app well done dashen indeed one step head lot cool feature amole receipt account statement superb hope add integrated small apps,0.886,positive,positive,positive,positive
The app is good but it ask update every week so tiring,2,2025-03-11,Dashen,Google Play,en,The app is good but it ask update every week so tiring,app good ask update every week tiring,0.2382,positive,positive,positive,negative
It good and easy to use,5,2025-03-11,Dashen,Google Play,en,It good and easy to use,good easy use,0.7003,positive,positive,positive,positive
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-10,Dashen,Google Play,unknown,በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,በጣም አሪፍ መተግበሪያ ነው አመሠግናለሁ,0.0,neutral,neutral,neutral,positive
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen,Google Play,en,"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",greately improved since released really like budget expense tegistration feature atm po withdrawal possible account expense even visible transaction window worked improve much,0.8648,positive,positive,positive,positive
Wow Excellent app,5,2025-03-08,Dashen,Google Play,en,Wow Excellent app,wow excellent app,0.8176,positive,positive,positive,positive
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen,Google Play,en,Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,nice app experience issue others bank transfer keep saying account exist time,0.2263,positive,positive,positive,positive
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen,Google Play,en,Add the option to send money to any telebirr account like amole does.,add option send money telebirr account like amole,0.3612,positive,positive,neutral,neutral
no one dashen yichlal,5,2025-03-07,Dashen,Google Play,en,no one dashen yichlal,one dashen yichlal,-0.296,negative,negative,neutral,positive
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,Dashen,Google Play,en,In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,short proud app developer highest professional developing thanks,0.8011,positive,positive,positive,positive
The speed is too slow. Need some improvements.,2,2025-03-06,Dashen,Google Play,en,The speed is too slow. Need some improvements.,speed slow need improvement,0.3182,positive,positive,negative,negative
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,Dashen,Google Play,en,I wish dark mode feature is add as an option but it's good app,wish dark mode feature add option good app,0.6908,positive,positive,positive,positive
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-26,Dashen,Google Play,en,"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",super ultimate digital banking app living name speed efficiency innovation designed seamless experience offer transaction security effortless financial management super banking never smooth smart super,0.969,positive,positive,positive,positive
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26,Dashen,Google Play,en,"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",dashen super app digital banking offering seamless convenient experience interface fast transaction wide range financial service simplifies banking customer feature like bill payment fund transfer mobile loan application make solution plus security measure ensure safe reliable experiance effortless banking,0.9393,positive,positive,positive,positive
ከጰነጨየጠ,2,2025-02-26,Dashen,Google Play,unknown,ከጰነጨየጠ,ከጰነጨየጠ,0.0,neutral,neutral,neutral,negative
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24,Dashen,Google Play,en,"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",good feature slow difficult pay receive speed improved else recommend,-0.2788,negative,negative,negative,negative
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,4,2025-02-22,Dashen,Google Play,unknown,አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,0.0,neutral,neutral,neutral,positive
No good,1,2025-02-22,Dashen,Google Play,so,No good,good,0.1779,positive,positive,positive,negative
best platform... Please avoid otp,5,2025-02-21,Dashen,Google Play,en,best platform... Please avoid otp,best platform please avoid otp,0.6486,positive,positive,positive,positive
Super smart app.,5,2025-02-18,Dashen,Google Play,sv,Super smart app.,super smart app,0.765,positive,positive,positive,positive
best 👍👍,5,2025-02-16,Dashen,Google Play,af,best 👍👍,best,0.6369,positive,positive,positive,positive
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Dashen,Google Play,en,I don't know what happens but the application is not send verification pass code you should fix that,know happens application send verification pas code fix,0.0,neutral,neutral,neutral,negative
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,Dashen,Google Play,en,This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,app work phone phone samsung galaxy s7 android version 9 financial apps work like telebirr cbe,0.3612,positive,positive,neutral,negative
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,Dashen,Google Play,en,"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",dashen super app secure easy use service uniquely like budgeting chat ip,0.9053,positive,positive,positive,positive
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen,Google Play,en,Amazing and user friendly supper app and looking forward the additional features,amazing user friendly supper app looking forward additional feature,0.7906,positive,positive,positive,positive
it's amazing app i have seen ever,5,2025-02-13,Dashen,Google Play,nl,it's amazing app i have seen ever,amazing app seen ever,0.5859,positive,positive,positive,positive
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,Dashen,Google Play,en,One star deducted for not to able to transfer to telebirr.,one star deducted able transfer telebirr,0.0,neutral,neutral,positive,positive
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,4,2025-02-13,Dashen,Google Play,unknown,ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,0.0,neutral,neutral,neutral,positive
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-12,Dashen,Google Play,unknown,ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,ፍጥነቱ በጣም አሪፍ ነው እና ቀለል ያለ ነው ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው,0.0,neutral,neutral,neutral,positive
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen,Google Play,en,Keep up the good work and pleas add water and electric utility payment,keep good work plea add water electric utility payment,0.4404,positive,positive,positive,positive
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Dashen,Google Play,en,The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,app missed important feature show recent transaction transfer telebirr limited telebirr statement show running balance,-0.3182,negative,negative,positive,negative
